student_id,stress_level,cognitive_performance,number sequences marks,perimeter marks,ratio marks,fractions/decimals marks,indices marks,algebra marks,angles marks,volume and capacity marks,area marks,probability marks,recommended_lesson
S01554,Medium,Low,9,9,6,6,8,7,8,8,9,5,probability 
S01555,Medium,Very High,6,5,2,3,4,3,4,4,5,2,ratio 
S01556,Low,High,6,8,7,5,5,8,5,5,9,6,fractions/decimals 
S01557,Medium,Low,5,8,8,5,8,5,4,6,4,6,angles 
S01558,Medium,Low,5,5,5,7,5,6,5,6,8,4,probability 
S01559,Medium,High,3,3,7,3,6,3,5,7,6,5,number sequences 
S01560,High,High,2,2,5,2,4,5,6,4,6,4,number sequences 
S01561,Medium,Average,5,7,6,5,6,8,6,8,4,5,area 
S01562,High,Low,3,0,4,0,3,0,0,2,4,2,perimeter 
S01563,Low,Average,6,6,6,2,5,4,4,3,5,4,fractions/decimals 
S01564,High,Low,3,2,1,4,4,0,2,0,1,0,algebra 
S01565,High,High,5,6,5,3,4,7,7,4,5,3,fractions/decimals 
S01566,High,Low,1,1,2,1,0,0,3,0,0,0,indices 
S01567,Low,Very High,8,8,9,6,9,8,7,9,7,8,fractions/decimals 
S01568,Low,Low,5,2,3,4,4,2,3,6,4,4,perimeter 
S01569,High,Average,3,0,0,1,3,0,1,3,0,2,perimeter 
S01570,Medium,High,6,5,9,6,8,9,8,8,8,9,perimeter 
S01571,High,Average,2,0,4,0,0,4,4,0,3,2,perimeter 
S01572,Medium,Average,4,4,6,5,5,7,6,7,7,4,number sequences 
S01573,High,High,4,6,7,7,6,4,8,5,4,6,number sequences 
S01574,Low,High,5,8,6,7,7,5,7,8,7,7,number sequences 
S01575,Medium,Average,7,6,4,3,3,6,5,7,7,7,fractions/decimals 
S01576,Medium,Average,6,3,5,6,4,6,3,3,3,2,probability 
S01577,High,Low,3,4,4,6,5,4,5,6,6,4,number sequences 
S01578,Low,Very High,9,6,8,6,7,9,6,8,8,7,perimeter 
S01579,Low,Low,5,3,4,2,2,2,2,2,5,6,fractions/decimals 
S01580,Low,Average,3,6,4,6,6,3,4,7,6,3,number sequences 
S01581,Medium,Low,3,5,6,7,6,3,4,4,3,5,number sequences 
S01582,Medium,High,9,6,8,7,5,6,6,7,5,6,indices 
S01583,High,High,4,5,3,5,3,7,3,3,6,7,ratio 
S01584,High,Low,6,2,3,2,2,2,5,2,5,2,perimeter 
S01585,Medium,Low,6,7,7,4,6,5,3,5,6,7,angles 
S01586,Low,High,8,7,10,10,10,10,10,7,7,8,perimeter 
S01587,Low,Very High,6,5,7,6,8,6,6,8,5,5,perimeter 
S01588,Low,Very High,10,10,10,7,9,8,10,8,9,10,fractions/decimals 
S01589,Low,High,7,10,9,10,8,9,10,7,10,10,number sequences 
S01590,High,Low,1,3,1,0,3,0,1,3,1,0,fractions/decimals 
S01591,Medium,High,7,6,6,7,6,7,8,6,7,7,perimeter 
S01592,Medium,Average,9,6,6,6,7,5,8,5,7,5,algebra 
S01593,Medium,Low,7,7,7,6,5,5,4,6,7,5,angles 
S01594,Low,Very High,6,8,5,5,5,5,7,9,8,9,ratio 
S01595,Medium,Low,5,6,5,6,4,4,4,5,5,7,indices 
S01596,Medium,High,5,2,2,5,2,6,3,6,5,2,perimeter 
S01597,High,Low,4,3,1,2,4,5,2,5,1,2,ratio 
S01598,Low,Average,3,4,5,5,2,5,2,3,4,3,indices 
S01599,Low,Average,6,7,4,6,7,4,6,7,5,6,ratio 
S01600,Low,Low,4,6,4,5,6,6,2,5,5,3,angles 
S01601,Medium,Low,4,4,5,8,7,5,4,7,8,8,number sequences 
S01602,Low,Average,4,4,3,2,3,3,2,6,5,5,fractions/decimals 
S01603,Medium,Average,7,7,6,7,6,3,3,3,6,3,algebra 
S01604,High,High,5,4,5,7,6,6,8,6,7,4,perimeter 
S01605,Low,Average,2,3,4,3,6,5,2,3,2,6,number sequences 
S01606,Low,Very High,10,10,10,10,10,10,10,8,8,8,volume and capacity 
S01607,High,Average,5,2,2,5,6,3,6,3,5,2,perimeter 
S01608,Low,High,6,9,6,8,9,5,5,6,7,6,algebra 
S01609,Low,High,10,7,8,7,10,8,9,8,8,9,perimeter 
S01610,Medium,Average,5,8,5,5,6,7,7,9,5,7,number sequences 
S01611,High,Average,4,2,2,4,3,5,4,3,3,2,perimeter 
S01612,Low,High,7,6,5,8,7,6,9,6,8,7,ratio 
S01613,Medium,Average,8,6,5,4,5,6,7,5,4,8,fractions/decimals 
S01614,Low,High,9,6,7,6,7,8,5,6,7,7,angles 
S01615,Medium,Very High,7,8,9,9,7,9,5,6,9,6,angles 
S01616,Medium,Very High,4,8,6,4,5,6,7,4,5,8,number sequences 
S01617,Medium,High,7,5,4,5,8,7,7,7,7,8,ratio 
S01618,Low,Low,4,5,6,8,4,4,6,4,4,5,number sequences 
S01619,High,Average,4,0,1,2,4,4,3,3,3,0,perimeter 
S01620,High,Average,2,4,4,4,3,4,6,2,6,5,number sequences 
S01621,Medium,High,8,7,9,6,9,7,8,8,9,6,fractions/decimals 
S01622,High,Low,0,0,0,1,1,0,1,1,3,1,number sequences 
S01623,Low,Average,3,3,6,5,4,6,4,5,4,5,number sequences 
S01624,Medium,Low,4,6,3,5,7,6,5,4,4,6,ratio 
S01625,Medium,Average,5,4,3,5,5,6,4,7,4,6,ratio 
S01626,High,Low,1,0,1,1,1,0,3,3,2,0,perimeter 
S01627,Medium,Average,6,6,6,4,3,3,7,3,7,4,indices 
S01628,Low,Average,7,6,7,7,5,7,8,6,5,7,indices 
S01629,Medium,Average,2,5,6,4,2,6,2,6,4,2,number sequences 
S01630,Low,High,8,7,6,7,5,9,7,6,9,6,indices 
S01631,Medium,Average,9,7,5,7,8,7,9,6,7,5,ratio 
S01632,High,Low,5,5,5,1,4,1,4,5,3,5,fractions/decimals 
S01633,Medium,Average,6,2,6,4,4,5,4,3,3,6,perimeter 
S01634,Low,Average,7,9,9,7,8,8,9,9,9,7,number sequences 
S01635,Medium,Low,5,6,6,4,7,8,6,5,6,5,fractions/decimals 
S01636,Low,Very High,9,9,10,9,8,9,6,7,8,7,angles 
S01637,Medium,Low,5,6,7,8,5,5,7,5,5,8,number sequences 
S01638,High,Low,1,1,1,3,1,0,0,2,4,2,algebra 
S01639,Medium,Very High,8,6,5,6,7,5,5,8,7,5,ratio 
S01640,Medium,High,8,5,6,8,6,6,7,8,5,8,perimeter 
S01641,High,Average,0,2,2,4,4,2,2,2,4,1,number sequences 
S01642,Low,Very High,7,9,7,8,7,8,10,10,9,9,number sequences 
S01643,High,High,8,9,7,9,6,9,7,9,5,8,area 
S01644,Low,High,8,10,9,7,7,8,10,8,8,10,fractions/decimals 
S01645,Medium,Very High,5,6,6,7,5,7,9,8,9,8,number sequences 
S01646,High,High,6,6,6,4,5,6,8,8,6,5,fractions/decimals 
S01647,Medium,Average,4,7,3,7,6,5,4,6,7,7,ratio 
S01648,Medium,High,9,5,8,9,9,7,6,7,5,7,perimeter 
S01649,High,Average,4,5,4,5,5,4,5,6,5,4,number sequences 
S01650,High,Low,4,6,3,5,4,6,6,6,4,6,ratio 
S01651,High,Low,1,1,0,1,1,0,0,2,1,3,ratio 
S01652,Medium,High,4,3,3,3,6,6,5,5,4,2,probability 
S01653,Medium,Low,8,6,4,4,5,7,8,5,4,5,ratio 
S01654,Low,Very High,9,7,6,9,10,8,9,6,6,7,ratio 
S01655,Low,High,9,9,10,7,7,9,8,7,10,8,fractions/decimals 
S01656,Medium,High,4,6,6,6,4,4,6,6,5,6,number sequences 
S01657,Medium,High,2,2,2,5,4,5,2,6,2,2,number sequences 
S01658,Medium,Average,3,6,3,3,3,3,4,7,4,7,number sequences 
S01659,Medium,Average,5,7,6,5,4,5,6,6,3,3,area 
S01660,Low,Average,7,6,4,6,7,3,4,7,4,4,algebra 
S01661,Low,Low,3,6,5,7,7,7,6,6,3,7,number sequences 
S01662,Low,Average,4,2,4,2,3,3,4,5,3,3,perimeter 
S01663,High,Low,2,5,2,3,4,2,4,6,6,6,number sequences 
S01664,Medium,Low,9,9,7,8,7,5,5,9,7,7,algebra 
S01665,Low,Average,9,6,5,5,7,5,8,7,6,9,ratio 
S01666,Low,Low,5,5,7,7,7,9,6,8,5,5,number sequences 
S01667,Medium,Low,8,8,7,9,8,6,9,6,6,9,algebra 
S01668,Low,High,8,9,9,7,10,10,7,8,7,7,fractions/decimals 
S01669,High,Average,4,4,1,2,3,5,2,5,4,2,ratio 
S01670,Medium,Low,3,2,4,6,5,2,2,3,6,6,perimeter 
S01671,High,Average,1,5,2,5,2,2,2,4,3,5,number sequences 
S01672,High,Low,0,0,3,2,2,3,2,0,0,3,number sequences 
S01673,Low,Very High,6,8,6,9,6,7,6,9,6,8,number sequences 
S01674,High,High,3,5,3,2,6,2,4,4,2,4,fractions/decimals 
S01675,High,High,4,3,7,4,7,6,6,6,4,4,perimeter 
S01676,Low,High,8,8,10,6,6,6,6,8,6,9,fractions/decimals 
S01677,Medium,High,8,8,8,5,8,5,5,7,7,5,fractions/decimals 
S01678,Low,Average,3,6,5,5,4,6,2,4,2,6,angles 
S01679,High,Average,2,6,5,4,6,5,5,2,5,2,number sequences 
S01680,Medium,Average,5,6,5,7,9,8,6,9,5,5,number sequences 
S01681,Medium,Average,3,6,5,3,6,3,5,4,3,3,number sequences 
S01682,Medium,Low,4,4,6,2,6,6,2,5,3,4,fractions/decimals 
S01683,Low,High,7,6,7,5,7,5,9,7,6,7,fractions/decimals 
S01684,Low,High,10,8,10,9,9,9,7,10,10,10,angles 
S01685,Medium,Average,4,8,6,5,7,7,4,5,7,5,number sequences 
S01686,Medium,Low,9,9,6,7,8,8,6,5,8,9,volume and capacity 
S01687,Medium,Low,7,5,7,8,7,6,5,8,5,7,perimeter 
S01688,Medium,High,7,5,6,6,7,4,7,4,8,4,algebra 
S01689,High,Average,0,3,0,2,0,3,2,2,2,3,number sequences 
S01690,Medium,Average,6,7,4,7,6,6,6,6,7,6,ratio 
S01691,High,Low,2,0,3,0,2,1,0,4,2,0,perimeter 
S01692,High,Average,3,0,0,2,3,2,3,3,3,1,perimeter 
S01693,Medium,Very High,9,8,6,7,5,5,5,8,7,7,indices 
S01694,High,Average,3,1,2,1,1,3,4,4,5,5,perimeter 
S01695,High,High,3,3,5,2,2,2,4,4,2,4,fractions/decimals 
S01696,Medium,Average,4,4,6,6,2,4,3,3,5,4,indices 
S01697,Low,High,8,6,6,6,5,5,7,8,7,9,indices 
S01698,High,Average,2,4,5,5,2,3,2,3,3,4,number sequences 
S01699,High,Average,0,3,2,1,1,3,0,0,1,0,number sequences 
S01700,Low,Low,6,3,6,6,2,6,3,5,6,3,indices 
S01701,Low,Average,4,5,3,5,2,6,3,4,5,5,indices 
S01702,Medium,Low,3,2,5,2,3,2,2,3,5,3,perimeter 
S01703,Medium,High,7,7,7,5,7,4,5,8,7,4,algebra 
S01704,High,Average,3,2,5,2,4,2,4,2,6,2,perimeter 
S01705,Medium,Average,6,9,6,9,9,9,6,5,8,5,volume and capacity 
S01706,High,Average,2,2,3,1,4,2,0,0,0,4,angles 
S01707,Low,High,7,8,10,7,9,7,7,10,9,10,number sequences 
S01708,Medium,Average,6,7,7,8,6,6,5,8,5,7,angles 
S01709,High,Average,1,3,4,1,0,4,4,1,0,0,indices 
S01710,Medium,High,6,6,8,6,8,6,6,7,9,5,probability 
S01711,High,Average,2,4,4,1,5,2,5,5,5,2,fractions/decimals 
S01712,High,Low,5,4,3,6,3,5,3,6,2,4,area 
S01713,High,High,7,6,5,8,8,5,7,6,7,6,ratio 
S01714,Medium,Low,4,4,5,6,3,6,7,6,7,3,indices 
S01715,Medium,High,5,2,5,5,5,4,3,4,6,3,perimeter 
S01716,Low,Average,7,6,6,8,7,8,4,6,5,5,angles 
S01717,Medium,Average,7,9,9,5,9,8,6,5,8,8,fractions/decimals 
S01718,High,Low,3,0,0,0,0,0,2,1,1,1,perimeter 
S01719,Medium,Low,6,6,4,4,6,4,6,7,3,3,area 
S01720,Medium,Very High,6,6,9,7,8,5,8,7,8,6,algebra 
S01721,Medium,Low,7,4,8,4,7,7,7,8,8,6,perimeter 
S01722,Medium,Very High,6,6,6,4,3,3,4,6,3,6,indices 
S01723,Medium,High,7,4,5,7,5,5,7,6,6,4,perimeter 
S01724,High,Low,3,4,4,5,6,5,6,5,3,6,number sequences 
S01725,Medium,Average,3,5,2,4,5,5,4,4,2,4,ratio 
S01726,Medium,Low,2,3,5,2,5,4,3,6,3,3,number sequences 
S01727,Low,Low,5,6,7,6,7,4,8,7,5,5,algebra 
S01728,Low,High,6,8,9,9,6,6,7,5,8,8,volume and capacity 
S01729,Medium,Average,8,9,7,8,5,7,6,6,9,8,indices 
S01730,Medium,High,7,6,4,4,4,7,8,6,7,4,ratio 
S01731,High,Average,4,1,5,4,2,4,4,2,3,5,perimeter 
S01732,High,Average,0,2,2,3,0,3,3,3,3,2,number sequences 
S01733,Medium,High,4,8,7,6,4,4,6,8,8,4,number sequences 
S01734,Medium,Low,5,5,6,5,5,6,7,6,5,4,probability 
S01735,High,Low,2,5,3,1,1,4,3,5,4,2,fractions/decimals 
S01736,Medium,Low,5,2,3,4,2,3,6,2,5,5,perimeter 
S01737,Low,Low,4,4,4,6,5,7,6,7,4,7,number sequences 
S01738,Medium,Average,5,6,6,5,5,6,7,7,4,3,probability 
S01739,Medium,High,4,4,8,8,5,6,7,8,4,6,number sequences 
S01740,Medium,High,4,4,6,3,3,7,5,5,7,7,fractions/decimals 
S01741,High,High,8,5,4,7,8,8,4,6,5,6,ratio 
S01742,Medium,High,7,3,5,6,5,6,3,7,3,6,perimeter 
S01743,Medium,Average,6,3,5,5,5,4,5,6,4,4,perimeter 
S01744,Low,Low,5,8,8,6,9,7,8,8,6,7,number sequences 
S01745,Low,Average,4,7,5,7,5,8,8,5,8,5,number sequences 
S01746,High,Low,0,1,2,1,0,4,3,0,1,2,number sequences 
S01747,Medium,Very High,5,5,7,3,4,3,7,4,4,4,fractions/decimals 
S01748,Medium,High,3,3,5,6,6,3,5,2,5,6,volume and capacity 
S01749,High,High,8,7,8,6,6,8,7,4,7,6,volume and capacity 
S01750,Low,Average,7,5,5,7,5,6,8,6,8,7,perimeter 
S01751,High,Average,1,0,0,3,0,1,1,1,3,3,perimeter 
S01752,Low,Very High,6,6,6,6,8,5,7,7,9,8,algebra 
S01753,Medium,Average,2,6,3,6,6,6,6,2,6,6,number sequences 
S01754,High,High,7,8,5,8,6,7,9,5,7,5,ratio 
S01755,Low,Very High,9,10,6,8,8,10,6,10,8,9,ratio 
S01756,Medium,High,6,6,5,6,9,6,9,5,9,5,ratio 
S01757,Medium,Low,7,5,3,6,4,4,3,7,7,6,ratio 
S01758,Medium,Average,8,6,7,5,9,7,7,9,6,7,fractions/decimals 
S01759,High,Average,0,2,3,2,0,0,3,1,0,0,number sequences 
S01760,Low,Average,9,9,7,8,7,7,6,5,8,9,volume and capacity 
S01761,Low,Very High,9,9,7,8,10,9,10,8,7,9,ratio 
S01762,High,High,5,2,6,6,5,2,3,4,6,2,perimeter 
S01763,Medium,Average,6,4,7,4,6,7,4,3,6,4,volume and capacity 
S01764,Medium,Low,4,3,3,4,4,5,6,3,4,4,perimeter 
S01765,High,Low,6,3,5,2,2,2,5,5,5,6,fractions/decimals 
S01766,Low,Very High,6,8,6,10,10,8,8,10,10,10,number sequences 
S01767,Low,High,10,10,7,10,7,7,10,10,10,9,ratio 
S01768,Low,Average,6,9,9,9,6,5,6,6,9,8,algebra 
S01769,Medium,Average,8,6,5,5,8,4,4,5,5,7,algebra 
S01770,Medium,Average,4,5,4,4,8,6,4,6,7,5,number sequences 
S01771,High,High,8,8,8,6,4,4,4,7,7,8,indices 
S01772,Low,Very High,8,7,6,8,8,9,6,10,7,8,ratio 
S01773,High,Average,5,4,6,5,2,2,5,5,6,4,indices 
S01774,Medium,Low,2,6,2,2,5,5,6,3,4,4,number sequences 
S01775,Medium,Low,6,4,4,4,4,5,4,4,5,5,perimeter 
S01776,High,Low,1,3,0,0,0,0,3,0,0,2,ratio 
S01777,Low,Average,7,6,8,4,4,7,6,7,5,5,fractions/decimals 
S01778,High,High,6,7,9,8,5,9,7,6,8,9,indices 
S01779,Low,Very High,8,8,10,7,8,6,9,8,9,7,algebra 
S01780,Low,Average,3,6,2,4,2,3,5,5,3,2,ratio 
S01781,High,Average,5,1,5,5,2,1,1,3,2,2,perimeter 
S01782,Low,Very High,9,8,9,10,8,9,7,9,8,8,angles 
S01783,High,Low,0,0,2,2,0,3,1,3,2,3,number sequences 
S01784,Medium,Average,8,9,8,8,5,8,6,5,9,6,indices 
S01785,High,Low,3,1,2,4,5,3,1,1,5,4,perimeter 
S01786,Medium,Very High,6,6,6,7,6,6,6,6,6,5,probability 
S01787,Low,Average,6,8,8,7,8,7,6,9,5,9,area 
S01788,Low,High,6,7,6,9,6,9,8,5,6,6,volume and capacity 
S01789,High,Average,2,0,0,0,2,2,0,0,2,1,perimeter 
S01790,Low,Very High,7,10,9,8,10,8,9,9,9,8,number sequences 
S01791,Medium,Average,3,5,3,6,6,3,4,7,7,7,number sequences 
S01792,Low,High,9,10,9,10,8,9,10,10,10,7,probability 
S01793,High,Low,1,2,5,1,3,3,1,3,5,1,number sequences 
S01794,Medium,Average,4,3,2,6,5,2,2,6,4,6,ratio 
S01795,High,Average,3,0,2,2,2,4,3,2,1,0,perimeter 
S01796,Medium,Very High,7,5,6,8,5,9,7,9,8,8,perimeter 
S01797,High,Average,2,3,5,6,5,4,6,6,2,2,number sequences 
S01798,Medium,Average,5,5,5,7,6,6,6,7,4,7,area 
S01799,Low,Average,7,5,8,7,6,8,4,4,8,6,angles 
S01800,High,High,6,6,5,3,7,3,4,4,3,3,fractions/decimals 
S01801,High,Average,4,2,4,3,3,6,2,6,2,2,perimeter 
S01802,Medium,Very High,6,5,5,4,2,5,6,4,4,3,indices 
S01803,Medium,Average,5,6,4,2,6,5,5,5,3,6,fractions/decimals 
S01804,Low,Average,6,2,3,3,5,3,6,5,5,2,perimeter 
S01805,Low,High,6,9,9,8,9,10,7,8,8,9,number sequences 
S01806,Low,High,10,7,10,6,6,9,8,9,6,9,fractions/decimals 
S01807,Medium,Average,4,3,5,3,5,5,4,4,3,3,perimeter 
S01808,Low,Average,6,7,5,5,7,4,7,3,3,5,volume and capacity 
S01809,Medium,Average,6,5,7,8,6,8,9,7,5,5,perimeter 
S01810,Medium,Low,8,6,6,7,7,6,9,8,8,8,perimeter 
S01811,Medium,High,2,3,2,2,5,6,3,4,2,3,number sequences 
S01812,Medium,Average,6,5,6,5,3,7,6,7,6,6,indices 
S01813,Medium,High,7,4,5,8,7,8,4,8,8,7,perimeter 
S01814,Medium,Average,8,9,7,5,6,9,7,7,8,8,fractions/decimals 
S01815,High,Average,2,4,1,1,3,1,0,1,3,2,angles 
S01816,High,High,7,9,8,6,7,9,6,8,6,8,fractions/decimals 
S01817,High,Average,4,1,3,1,3,2,3,3,5,2,perimeter 
S01818,Medium,High,8,4,8,4,4,4,8,6,7,5,perimeter 
S01819,Low,High,10,7,7,9,9,10,7,7,8,8,perimeter 
S01820,Medium,Average,4,5,4,5,4,8,5,6,5,4,number sequences 
S01821,High,Low,0,1,0,1,0,0,1,2,2,3,number sequences 
S01822,Medium,Average,7,6,4,3,6,7,4,4,3,6,fractions/decimals 
S01823,Low,Average,6,7,8,7,5,4,7,7,6,7,algebra 
S01824,High,Low,2,0,2,2,0,2,0,0,1,2,perimeter 
S01825,High,Low,5,6,2,3,6,4,5,4,3,3,ratio 
S01826,High,Low,4,2,2,4,3,0,0,2,2,1,algebra 
S01827,Low,Average,3,6,6,3,3,6,5,5,5,2,probability 
S01828,Medium,Average,6,4,2,5,4,2,6,2,6,2,ratio 
S01829,High,High,5,8,7,7,5,5,6,6,7,4,probability 
S01830,High,Low,3,0,0,1,1,2,2,1,0,3,perimeter 
S01831,High,High,2,5,6,5,4,6,2,5,4,5,number sequences 
S01832,High,Low,0,4,2,0,3,3,1,4,0,4,number sequences 
S01833,Low,Average,2,6,6,5,4,4,2,2,6,6,number sequences 
S01834,High,Average,4,4,5,2,4,1,4,2,4,5,algebra 
S01835,Medium,Average,8,7,6,8,7,6,7,7,6,4,probability 
S01836,Low,High,10,8,10,9,10,7,10,8,10,8,algebra 
S01837,High,Low,5,5,4,5,3,5,3,1,3,3,volume and capacity 
S01838,High,High,7,5,9,9,8,6,9,8,7,6,perimeter 
S01839,High,Low,3,3,3,5,6,4,3,6,5,5,number sequences 
S01840,Low,Very High,7,7,7,7,7,8,8,7,9,10,number sequences 
S01841,Medium,Very High,5,5,7,7,8,5,5,6,5,7,number sequences 
S01842,High,Average,3,1,4,2,2,4,3,4,3,4,perimeter 
S01843,High,Average,3,4,0,2,1,1,0,4,2,2,ratio 
S01844,Medium,High,7,7,4,4,8,4,6,7,5,7,ratio 
S01845,Medium,Average,6,9,8,5,8,5,6,6,8,8,fractions/decimals 
S01846,Low,Low,6,7,5,5,7,6,6,9,9,5,ratio 
S01847,Low,Average,9,7,8,5,5,7,6,8,9,6,fractions/decimals 
S01848,High,Average,1,2,1,0,0,1,1,1,0,0,fractions/decimals 
S01849,Medium,Low,7,6,5,9,7,5,5,5,7,6,ratio 
S01850,Medium,Average,4,2,3,6,4,5,2,2,3,4,perimeter 
S01851,Medium,High,5,9,5,7,5,9,8,9,8,7,number sequences 
S01852,Low,Average,5,6,7,7,7,5,5,5,5,5,number sequences 
S01853,High,Average,5,3,4,6,4,5,5,4,2,5,area 
S01854,Low,Average,9,8,5,8,9,9,9,5,6,7,ratio 
S01855,High,Average,4,1,1,0,3,4,2,2,4,0,fractions/decimals 
S01856,High,Low,3,3,2,3,6,3,2,3,3,5,ratio 
S01857,Low,High,6,6,8,5,9,8,5,6,8,7,fractions/decimals 
S01858,High,Average,3,4,3,2,4,2,4,4,0,3,area 
S01859,High,Average,1,2,4,4,2,1,2,1,5,2,number sequences 
S01860,Low,Very High,8,9,9,6,9,10,8,7,7,6,fractions/decimals 
S01861,Low,High,7,7,10,7,8,9,7,10,8,10,number sequences 
S01862,Medium,Average,9,7,7,6,5,5,7,9,6,6,indices 
S01863,High,Average,1,3,2,0,3,1,3,3,3,0,fractions/decimals 
S01864,Medium,Low,6,7,8,6,8,5,7,6,6,4,probability 
S01865,Medium,High,2,3,5,6,4,3,2,2,6,3,number sequences 
S01866,Low,High,10,9,7,10,10,10,7,10,7,7,ratio 
S01867,Low,Average,7,5,6,5,5,5,7,5,5,3,probability 
S01868,Medium,Average,2,6,3,2,2,6,6,3,5,5,number sequences 
S01869,Medium,High,8,6,9,5,7,6,5,9,5,5,fractions/decimals 
S01870,Low,Low,5,4,6,5,6,5,7,6,3,5,area 
S01871,Medium,Average,3,3,7,3,3,3,7,6,7,5,number sequences 
S01872,Low,High,9,8,7,8,9,7,7,10,10,9,ratio 
S01873,High,Low,2,3,4,5,5,3,3,3,3,4,number sequences 
S01874,High,Low,2,5,5,1,3,4,2,4,1,4,fractions/decimals 
S01875,Medium,Low,4,4,4,5,7,3,4,7,7,3,algebra 
S01876,Low,High,7,9,7,10,9,10,6,6,6,7,angles 
S01877,High,Low,2,5,6,3,3,3,2,2,3,2,number sequences 
S01878,High,Average,5,5,1,3,3,5,3,1,3,1,ratio 
S01879,Medium,Low,6,5,7,3,3,6,7,3,4,5,fractions/decimals 
S01880,High,Average,2,1,4,4,3,0,4,0,0,3,algebra 
S01881,Low,Very High,10,7,10,8,7,10,10,10,8,10,perimeter 
S01882,Low,High,8,9,8,8,7,8,8,10,10,8,indices 
S01883,Medium,High,6,7,5,9,9,6,6,6,8,9,ratio 
S01884,Medium,Low,7,4,8,4,8,4,4,8,8,5,perimeter 
S01885,Medium,High,7,8,8,4,6,7,7,5,7,4,fractions/decimals 
S01886,Medium,Very High,4,8,6,5,5,5,5,4,4,7,number sequences 
S01887,High,Low,2,0,3,2,2,3,3,0,2,0,perimeter 
S01888,Medium,Very High,6,4,4,4,4,7,7,5,4,8,perimeter 
S01889,Medium,Average,6,7,8,5,6,8,6,5,9,5,fractions/decimals 
S01890,Low,Low,8,4,6,5,4,7,6,6,7,6,perimeter 
S01891,Medium,High,4,5,6,4,8,4,4,6,4,4,number sequences 
S01892,High,Average,2,3,1,4,3,5,1,1,2,4,ratio 
S01893,High,Low,4,3,1,1,0,3,2,1,3,3,indices 
S01894,Medium,Average,6,6,8,7,7,5,9,7,9,8,algebra 
S01895,Low,Very High,6,9,6,6,5,7,8,8,8,8,indices 
S01896,High,Average,4,1,5,4,2,2,3,3,5,4,perimeter 
S01897,High,Low,3,2,0,0,3,0,2,0,1,2,ratio 
S01898,Medium,Low,6,7,7,5,7,7,4,8,4,4,angles 
S01899,High,Low,1,3,0,3,2,0,3,3,0,1,ratio 
S01900,Low,Average,7,9,8,5,7,8,8,7,8,6,fractions/decimals 
S01901,Low,High,8,7,10,7,10,8,10,7,10,8,perimeter 
S01902,High,High,6,5,2,4,2,3,2,3,4,3,ratio 
S01903,Medium,Average,5,7,9,9,8,5,5,7,5,7,number sequences 
S01904,High,Average,1,3,0,3,2,0,3,1,2,1,ratio 
S01905,Low,High,8,9,6,8,9,7,8,7,9,8,ratio 
S01906,High,High,6,3,2,6,4,4,4,6,2,4,ratio 
S01907,High,Average,5,1,5,2,4,1,2,4,3,3,perimeter 
S01908,Medium,Average,6,2,5,2,4,4,6,5,6,3,perimeter 
S01909,Low,High,6,7,5,9,8,8,6,5,5,8,ratio 
S01910,Low,High,8,7,10,8,7,8,10,8,7,9,perimeter 
S01911,Low,High,7,9,9,10,8,10,7,10,9,10,number sequences 
S01912,Medium,Average,5,2,5,3,4,3,2,2,6,5,perimeter 
S01913,High,Low,4,1,3,4,0,4,4,4,1,4,indices 
S01914,Medium,Low,5,7,5,3,6,3,7,5,5,4,fractions/decimals 
S01915,Medium,Average,6,4,4,6,4,2,2,3,6,2,algebra 
S01916,Medium,Low,6,3,6,3,5,7,3,3,4,5,perimeter 
S01917,High,High,3,2,3,2,2,5,3,3,3,2,perimeter 
S01918,Low,High,10,8,8,9,9,9,8,10,10,8,perimeter 
S01919,High,Low,3,2,5,1,2,3,1,2,1,1,fractions/decimals 
S01920,Medium,Average,4,8,5,5,4,8,7,8,6,7,number sequences 
S01921,Medium,High,5,5,6,7,8,6,6,8,5,8,number sequences 
S01922,Low,High,9,6,5,5,8,6,5,6,6,7,ratio 
S01923,Low,High,9,6,9,7,7,7,9,8,9,6,perimeter 
S01924,High,High,4,6,3,3,5,3,4,2,4,2,volume and capacity 
S01925,High,Average,3,2,2,2,3,5,5,2,3,5,perimeter 
S01926,Medium,Average,6,5,6,5,2,6,4,4,4,2,indices 
S01927,Medium,Average,4,5,7,6,6,5,7,8,6,5,number sequences 
S01928,Medium,Low,9,8,5,7,8,8,6,7,7,6,ratio 
S01929,Medium,Average,9,8,9,5,9,7,9,9,5,8,fractions/decimals 
S01930,High,Average,0,3,1,2,0,1,1,3,3,0,number sequences 
S01931,Medium,Average,4,6,6,3,5,4,7,6,5,7,fractions/decimals 
S01932,High,Low,2,2,0,0,0,3,3,3,2,3,ratio 
S01933,Low,Low,5,3,3,5,5,4,6,5,7,7,perimeter 
S01934,Medium,Average,6,3,4,5,6,2,3,4,6,5,algebra 
S01935,Medium,Average,7,9,5,5,9,9,9,5,6,6,ratio 
S01936,Medium,Average,5,7,5,8,5,8,8,8,5,6,number sequences 
S01937,Low,High,9,9,7,7,6,6,10,8,7,8,indices 
S01938,Medium,Low,4,6,3,5,6,2,4,6,3,4,algebra 
S01939,Medium,Average,2,2,6,3,6,5,2,6,5,2,number sequences 
S01940,High,Low,3,2,4,4,1,2,4,0,0,4,volume and capacity 
S01941,Low,Average,2,4,4,5,4,4,6,3,5,2,number sequences 
