No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area arks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject
85,14,M,3,40,68,2,2.421744909916307,110,358,2,4,419,360,2,2,0,0,2,0.0,836.1742336286561,49,1,12,2036,219,1,7,1996,457,2,1,2428.0,228,1,2,780.5799102229835,0,1,5,1515.9412662861118,0,3,50.41188813048243,40,19.718037457669396,35.85871359695261,12,figures,decimals,area,buddhism,home science
86,15,M,2,130,244,2,3.678186493620796,496,56,2,5,624,193,2,7,536,0,1,0.0,1214.9811023144828,0,2,0,1331,10,1,11,2298,171,2,0,2428.0,857,1,0,1352.6954362799052,910,2,4,2435.0,0,1,46.04692095493044,15,24.880638604498863,15.483743838114504,12,Only school lessons,decimals,area,health,PTS
87,13,M ,4,201,105,2,3.23416791583444,320,252,2,7,631,222,2,5,85,76,1,0.14747918996359322,1145.1597123886922,557,2,6,1748,606,2,13,1953,558,2,1,347.1718628271153,289,0,2,1656.2132389731828,10,2,8,1815.8691774339206,493,2,39.18083562283525,23,23.59125916317527,25.04381175298432,18,Only school lessons,volume,fractions,dancing,tamil
88,14,M,3,234,40,2,3.9682552197402616,110,95,2,8,309,301,2,2,867,590,1,0.3318447615069362,998.8011972062828,310,1,5,1654,242,2,9,1765,290,2,1,2419.505120903982,687,1,2,1549.7445210276633,533,2,3,0.0,401,1,62.008138927091935,40,16.56606878018923,17.063457511262698,13,Only school lessons,set theory,probability,maths,none
89,14,M,2,196,58,2,2.6191829484681177,324,115,2,6,599,134,1,0,1147,174,2,0.3536812982095748,370.7479908251647,166,1,11,2036,254,1,11,1005,460,2,1,89.34697904432733,0,1,0,1422.5327834779398,799,2,2,261.57303920821755,475,3,6.076101611686159,15,21.16047032784364,22.836925694771864,21,Only school lessons,Tessellation,decimals,dancing,sinhla
90,14,M ,2,43,205,2,5.0,256,56,2,2,422,15,2,0,969,713,2,0.9745507817671804,1649.7520404617812,225,1,4,1468,481,1,10,1705,378,2,0,0.0,0,1,1,0.0,0,2,0,2096.6935997694018,337,4,33.04180543797077,78,17.74993763718027,13.342904941270262,21,practicing,perimeter,circle theory,sinala,maths
91,15,M,4,143,40,2,4.140333812669989,426,165,2,6,311,15,2,1,835,202,2,0.6659698093175421,0.0,424,1,7,2036,2,2,13,357,350,2,1,1100.2133071458852,44,1,3,2725.0,532,1,0,1735.6007018359403,465,3,32.42226047284154,8,28.5,29.23834991955772,15,practicing,equations,triangle theory,science,health
92,15,M ,4,205,287,1,2.8732330843927207,602,227,2,6,608,15,2,5,844,581,1,0.8277473591653293,2210.0,274,0,1,0,433,1,0,2268,212,2,0,0.0,528,1,0,1965.5940941015745,282,2,0,1038.3281094149802,512,3,41.03759080317357,28,9.512002206270132,7.0378928259041125,18,Only school lessons,probability,geometry,science,history
93,14,F,2,116,136,2,2.0,281,56,2,11,1015,369,1,3,217,621,1,1.294650308831953,515.7767445419379,729,1,4,954,45,2,10,1862,206,1,1,2298.1777192028067,193,0,3,1410.145890720966,0,1,0,1668.4650448677864,236,1,35.86129383002713,42,26.86291177841105,20.386657187321603,19,practicing,equations,triangle theory,buddhism,tamil
94,14,M,3,51,221,2,4.237948456927672,266,77,1,4,794,125,2,0,518,1017,1,0.12046586699113196,1061.336705181286,399,2,0,1519,640,0,7,1417,403,2,0,489.3936849141742,341,1,1,1586.776851573079,0,1,5,629.3528434343771,236,0,62.5,5,26.60689507686219,3.0,15,Only school lessons,equations,roman numbers,maths,PTS
95,14,F,3,330,250,2,2.4204869920740197,211,345,2,6,1005,365,2,2,273,27,2,0.0,0.0,157,1,7,1965,391,1,1,921,569,2,1,1433.64260675387,517,1,0,1195.1671324005163,342,0,0,1881.538744866185,273,3,24.404991408151453,3,23.60529603161589,9.269186901024598,15,figures,angles,triangle theory,none,history
96,15,F,2,91,175,2,2.706765837621075,441,173,2,6,598,85,2,3,399,243,1,2.194352263759499,2198.845047795161,6,1,5,2010,0,2,5,2260,416,2,1,1781.1968426561066,75,0,4,2725.0,408,2,4,1684.108956177325,84,4,23.59541742659708,40,8.386342277365454,16.662664663636708,20,practicing,fractions,probability,buddhism,english
97,15,F,5,303,189,2,3.8486696524082036,424,56,2,4,366,402,2,0,488,0,2,0.2916474518884108,1008.5124749113105,410,0,8,1339,523,2,6,1132,72,2,0,1921.511745480171,0,1,3,1872.04259096646,777,1,0,2215.9785265812015,447,3,38.497408619816476,9,24.78533337514319,22.538768269388225,11,Only school lessons,perimeter,triangles,sinala,english
98,13,F,4,115,40,1,4.377880916376702,134,127,2,7,289,119,2,5,1055,269,2,0.0,1342.7210992738692,323,0,7,509,71,1,9,1818,660,2,3,521.5679640695271,0,1,1,1038.8823552273773,826,2,3,556.5822367925576,262,3,41.47473942638612,25,8.256695467183565,12.925380571534951,20,figures,set theory,geometry,none,none
99,15,M,4,248,206,1,3.801069075382189,516,145,2,11,516,15,2,8,1087,781,2,0.023404451877192367,1063.5563132902487,501,0,5,2036,340,2,4,1592,262,2,1,1157.521982185078,0,1,0,2404.4856418523236,127,2,8,306.8551971348884,618,2,49.28376819119928,6,11.628239339588017,35.286503330452064,12,figures,fractions,roman numbers,science,sinhla
100,14,M,2,112,160,1,4.137053997105886,174,371,1,2,869,109,1,7,868,337,1,0.056565206870668294,814.088585506806,214,0,5,2036,0,2,8,1818,475,1,2,0.0,270,1,0,1343.3449893687452,160,1,3,1710.5590433368184,200,2,47.219940950976095,6,15.219284595845478,23.631832139326338,11,Only school lessons,equations,area,history,history
101,15,F,2,141,194,2,2.38865910668728,321,56,2,3,445,202,2,12,800,415,2,0.0,1325.2038252947805,475,1,3,1091,390,2,13,641,173,2,1,2234.954132853205,0,1,0,1381.7459588946176,573,2,7,2362.5266849820114,522,3,28.4755185159303,Ab ,16.328975168747423,26.99653945544766,18,practicing,set theory,geometry,buddhism,geography
102,14,M,5,177,107,2,3.976176692531987,417,76,2,7,160,15,2,5,1251,219,1,0.0,0.0,330,1,6,967,350,2,9,1452,657,2,0,1181.0874708933231,455,1,1,2725.0,0,1,7,474.7507790127622,489,2,29.496297813724297,35,23.242115133139993,23.82861798140784,17,Only school lessons,probability,volume and capacity,science,english
103,14,M,3,196,182,1,4.051575305683359,161,275,2,9,160,329,2,3,497,497,2,0.7605299420655888,1180.8636166560018,706,0,5,2036,234,2,13,1643,364,2,0,1429.1379631315988,203,1,3,233.41920219367898,85,2,7,0.0,390,4,52.315608004730606,78,21.86299090522089,19.518988751686773,18,practicing,area,percentages,science,home science
104,14,M ,5,153,40,2,2.419449046362582,310,133,2,11,267,81,2,1,1239,324,2,1.7804673278109244,807.2440201157559,569,2,5,1459,109,1,4,1182,507,2,1,1330.7296167209768,0,1,1,1171.7048155120638,0,2,0,0.0,278,1,31.43504514030332,8,18.70858509657661,6.237676112838999,18,practicing,angles,geometry,none,history
105,15,F,4,77,83,2,4.657003000427073,402,281,2,4,245,111,2,1,750,648,1,0.7477408990372971,1850.6663099441398,0,2,2,1864,465,2,8,480,459,2,1,0.0,0,1,1,1458.2980215102796,566,2,0,2231.291772841805,718,2,39.06431343915447,37,26.797325417062428,26.123213233784213,19,Only school lessons,set theory,volume and capacity,civics,buddhism
106,15,M ,4,75,226,1,5.0,623,221,2,5,388,15,2,6,826,243,2,0.06277861152279918,0.0,300,2,4,1269,0,1,2,1543,612,2,2,2428.0,344,1,3,1644.4052406169394,641,2,2,1945.04022443982,642,3,28.512242143545535,40,7.398249923925574,27.627736727048557,21,figures,equations,set theory,health,english
107,13,M ,3,71,171,2,5.0,548,308,1,7,291,89,2,5,1180,298,2,0.0,80.74494037144177,205,1,1,840,365,1,0,2130,72,2,2,621.7835193816226,722,0,1,1353.4059533767715,583,1,0,1383.3829970318952,243,4,57.38470077415462,Ab ,25.873617471242536,17.847372279859382,14,Only school lessons,Tessellation,probability,health,PTS
108,14,M,5,143,231,1,4.124689894178236,179,180,2,1,277,94,2,5,1245,592,2,1.4840014125455547,781.0888946308522,260,0,0,931,329,2,13,1049,594,1,0,2428.0,672,1,3,2232.7506224816793,149,2,3,2435.0,706,0,40.75660017806409,8,22.330536635984053,14.267272481271652,10,figures,volume,circle theory,dancing,science
109,15,M ,5,159,80,2,2.0,523,56,2,5,266,141,2,5,869,474,2,0.13912004481271886,1148.490931039427,295,2,1,1323,570,1,9,1472,597,2,0,579.1792207468383,285,1,2,2214.6550944873075,308,2,0,91.69661273965562,239,1,25.349837020461134,5,24.723178924162895,8.46312139428575,18,Only school lessons,angles,set theory,dancing,geography
110,15,F,3,144,122,1,2.4358930707770265,533,313,2,5,1212,166,2,6,505,422,2,1.9027788805102481,1309.5897885218471,40,2,9,1625,177,2,9,1530,425,2,1,161.17642480176278,111,0,2,2118.693767408274,68,2,3,0.0,547,2,51.498242431776035,39,22.267973257935946,8.73684116494414,15,figures,equations,geometry,dancing,health
111,14,M,3,165,88,2,3.886079780381678,187,159,2,11,180,382,2,1,553,901,2,0.0,85.3785017434318,769,1,0,574,4,0,7,675,236,2,1,1664.9719297450538,103,0,1,2031.0837936494383,603,2,0,796.3743042276107,466,4,14.291419219914143,10,27.304918925142854,31.01923421313623,18,figures,equations,volume and capacity,none,history
112,15,M ,2,242,118,2,3.407335147061458,110,333,2,3,693,24,2,2,1270,1019,2,1.3380720126580434,1699.8194185232528,283,2,9,195,395,2,13,2405,690,2,1,2194.5270785608036,0,1,4,420.78379684772153,734,1,1,868.7329361524165,44,2,45.48500185775114,40,28.5,14.987100498835588,17,figures,Tessellation,simultaneous equations,maths,buddhism
113,14,F,4,320,161,2,2.0,200,265,2,6,268,214,2,0,418,302,2,0.7796629624319383,1888.0078484600572,390,2,9,1200,398,2,6,2030,323,2,2,0.0,255,1,2,1930.8298374411015,73,2,0,415.0410528555369,160,2,53.29641524097359,69,21.05736046765533,13.35313217303891,17,figures,volume,set theory,english,home science
114,15,M ,5,270,182,1,4.364895348380344,423,479,2,4,668,91,2,0,858,106,2,0.9750443712992805,2210.0,651,2,11,521,186,2,7,800,72,1,0,825.8454061697867,551,1,1,1577.5226580329706,405,2,1,487.6849405738442,428,3,36.01053154962154,37,9.85515673268848,17.12309322364417,19,practicing,area,triangles,english,none
115,15,M ,3,161,77,2,3.3273183978632876,149,216,2,5,937,233,2,7,1063,649,2,0.8644319239312468,1632.6886340277326,384,2,1,1749,0,2,13,736,534,2,0,0.0,0,1,3,2725.0,0,0,3,2380.212356258058,97,3,28.186145720011872,9,14.724717717535034,15.15630524625437,11,figures,number sequeces,geometry,none,tamil
116,14,M,5,175,141,2,3.218455645519472,193,56,2,4,185,171,2,4,803,434,2,2.183747656367136,1811.699528566196,488,2,8,1429,333,1,11,1940,258,2,0,242.7424195152106,499,1,2,2439.4922378711362,609,2,8,617.1908013922343,251,1,51.34133612280459,15,15.292849059438455,9.442211454749591,11,figures,percentages,none,english,health
117,15,F,5,274,162,2,4.054414633976133,206,174,2,10,569,47,1,12,489,558,2,0.0,1037.7092862795757,0,2,10,1608,170,2,6,350,201,2,1,487.63886069191824,0,1,0,1369.232960973113,0,2,7,1683.06233585123,241,3,32.91893358997985,Ab,17.501908333374246,7.286110515668414,13,Only school lessons,set theory,triangles,buddhism,buddhism
118,14,M ,3,231,126,2,5.0,649,56,2,6,636,114,2,6,445,232,1,0.8608178843666769,920.5307266962964,539,2,2,1362,555,0,13,734,645,2,0,1871.1459241657553,635,1,2,2488.2848736210367,0,1,4,2435.0,309,2,41.0961855924113,23,14.978539039005417,25.132063545072974,16,Only school lessons,area,probability,civics,health
119,15,M,2,96,204,2,2.38060472861035,360,56,2,5,414,87,2,2,874,34,2,0.0,1991.8782061327524,199,0,0,683,226,1,5,2031,140,2,0,594.2899836940258,0,1,5,2078.3918462838797,1261,2,2,1828.3825979009316,329,1,38.29176575421625,28,19.29994010089991,26.167560234836618,18,figures,angles,set theory,buddhism,PTS
120,14,M ,2,40,140,2,3.4537568401691767,151,284,2,6,325,233,2,3,856,182,2,0.5618197963568601,271.7563525337837,838,1,3,731,629,0,13,1307,360,2,1,2428.0,371,1,1,1617.2910228037836,864,2,0,2338.3007521094714,561,2,43.43025755158628,3,28.5,20.587968187592562,13,figures,fractions,triangle theory,buddhism,geography
121,15,M ,2,301,112,2,2.944389858651091,412,79,2,9,233,341,2,0,506,719,2,0.0,300.5476662494119,245,1,6,790,264,2,13,2431,451,2,1,1292.1151111216104,0,1,1,1692.6784266535483,541,1,1,2121.0702903677256,410,3,12.12833099957075,10,18.54315826496011,22.676528772731302,20,practicing,decimals,volume and capacity,none,PTS
122,14,M ,3,84,186,2,4.234311911703319,361,139,2,7,160,93,2,3,441,434,0,0.0,1147.424897555958,0,0,2,1112,251,1,6,1352,379,2,0,434.7067753141812,211,1,1,848.8844802206767,0,2,0,332.4219895610536,557,4,32.68126640524412,78,8.471062324379858,35.77602978489345,21,Only school lessons,angles,simultaneous equations,health,health
123,15,M ,3,138,65,2,4.160405565625743,336,178,2,2,558,486,2,4,622,140,2,0.5409389057438236,1022.2183163243254,0,1,4,1836,653,0,0,1672,137,2,2,2028.3106184596472,844,0,3,2253.632052270573,683,1,10,1768.4018678063,239,2,36.35941574324786,25,18.57647551166147,18.28916830157539,17,figures,equations,probability,sinala,history
124,15,M,4,85,195,2,4.17780731870496,246,237,2,6,1019,143,2,6,299,500,2,0.0,1517.7672566871074,593,1,1,196,0,1,13,988,97,2,0,1789.2391976454892,93,1,3,2485.0549592952266,0,2,5,2435.0,409,3,26.39649004404601,23,18.94619239626122,31.859884132947933,21,figures,volume,fractions,civics,buddhism
125,15,F,3,258,145,2,2.0,615,394,2,0,193,376,2,5,1224,396,2,1.1079432899351718,2210.0,441,2,5,537,32,1,2,592,297,1,1,492.8606537931505,743,1,3,2725.0,1399,1,4,0.0,0,4,6.0,3,19.999274808258225,19.91849220532663,14,figures,set theory,geometry,home science,history
126,14,M ,4,278,263,2,3.26728573016793,530,508,2,3,160,227,2,4,434,849,2,0.0,1120.689841252769,602,2,2,1554,19,1,7,624,72,2,1,0.0,365,1,2,1679.004065043223,0,1,6,860.4501047479572,379,0,49.195907632128744,10,15.217269866567687,7.503443904786742,18,figures,probability,volume and capacity,science,geography
127,15,F,4,76,50,1,2.2472052516861756,558,179,2,5,222,279,2,0,61,705,1,1.0829809011087352,0.0,332,2,0,1036,123,2,3,1959,185,2,2,1919.8765744485113,95,1,2,1632.0500467778422,570,2,3,2262.4460968970475,368,3,14.78412082168585,3,20.782788214941846,24.727192923244996,18,Only school lessons,volume,simultaneous equations,health,history
128,14,F,3,125,79,1,3.1358355144283507,343,253,2,9,478,349,2,2,356,555,2,0.6997435412647854,766.9085441382073,0,1,10,426,147,2,13,1566,516,2,0,0.0,0,1,0,1677.9269417679875,0,2,0,2435.0,324,4,47.636520730344635,69,9.915931338847182,19.91024000470107,20,practicing,number sequeces,decimals,none,PTS
129,14,M,3,43,177,2,2.0,201,134,2,11,466,89,2,5,240,791,2,0.8606564787906295,661.8903025622767,768,1,5,577,0,1,4,1978,663,2,2,2285.4633013530415,31,1,2,2148.4844813726722,0,1,8,0.0,279,3,22.718473126070876,39,11.547411389881338,30.42341052359068,13,Only school lessons,perimeter,triangles,civics,science
130,13,M,2,157,207,2,4.10784201396419,277,306,2,7,575,165,2,11,162,323,2,0.0,624.7632897765795,310,2,6,1614,241,2,5,834,72,2,3,1036.620665866923,4,1,2,1994.0094828456008,572,2,0,1997.367341101546,175,2,37.04957526160646,23,26.08862032121669,35.9095685763469,18,figures,area,set theory,maths,science
131,14,M,5,219,309,2,2.0,329,56,2,7,373,110,2,5,1490,543,2,0.40555050553145783,864.6999064309902,345,2,9,428,406,2,10,1615,72,2,0,1371.5673441169454,517,1,4,1804.5591401569263,944,0,5,213.44813462041202,510,4,53.23777895552748,25,22.14320765981641,22.253699536568156,14,figures,perimeter,triangle theory,home science,buddhism
132,14,M,2,205,171,2,4.398159052954363,244,386,2,5,913,112,1,6,813,1183,2,0.4555786074772312,496.5106986898098,299,2,7,1293,446,2,4,522,327,2,1,0.0,236,0,0,1693.9930901689029,848,2,0,2304.862691915753,252,1,56.15957406996876,3,23.65208636449076,5.599399837229763,21,figures,number sequeces,decimals,none,history
133,15,F,5,165,244,2,3.149012293366257,137,56,2,6,469,207,2,5,634,792,1,1.2846651023021174,879.6410796952175,660,1,1,579,64,2,13,1874,550,2,0,1479.5183271992473,172,1,0,536.5753717205489,396,0,1,1946.2441430880415,28,2,62.021141075586186,42,21.631017295897454,21.896821007186148,15,figures,probability,area,history,geography
134,14,F,3,205,224,2,3.5469528579745533,548,372,2,10,234,349,2,1,522,321,1,0.18898413607029155,82.09908268092352,332,0,0,1228,0,2,12,1867,468,1,1,1258.6154481371816,0,1,4,1889.8030319493807,792,2,3,2400.5991109971383,453,2,27.19262289804158,Ab ,13.502118941198747,30.2821025883665,16,figures,number sequeces,fractions,civics,sinhla
135,14,F,4,137,333,2,3.484769401313923,514,56,2,9,512,348,2,3,381,0,2,1.1651063570564657,1190.8630561118011,0,1,10,1470,0,2,8,2431,399,2,0,2428.0,963,1,0,2725.0,21,2,5,1287.197718956366,167,0,38.7330621312968,2,20.44885657187678,3.0,10,figures,angles,area,science,geography
136,14,M ,5,40,188,2,2.7237551368878274,251,56,2,2,340,110,2,5,611,7,1,0.3721799487401242,1524.9685776110741,0,1,8,1432,218,2,2,2431,449,2,0,187.9602994400335,0,1,2,1970.5406558694208,0,0,0,1839.6226395979365,159,0,62.5,9,17.49785416422344,35.10737697350852,21,Only school lessons,percentages,fractions,ict,health
137,15,F,3,190,156,2,3.036131219666742,400,342,2,7,785,157,2,5,1058,602,2,0.1959515298165813,2210.0,280,2,4,1183,461,1,9,1206,238,2,1,1869.8969790174497,422,1,2,2725.0,753,1,4,1562.2292779695836,448,0,9.440186501655273,7,14.649755983310028,17.7815805351214,16,Only school lessons,percentages,simultaneous equations,sinhala,buddhism
138,13,M ,4,56,199,2,3.702152928971976,335,238,2,7,317,133,2,5,197,186,1,0.5163139570885004,857.1813168600955,69,2,1,884,0,2,11,915,336,1,0,2290.4202015430023,182,1,0,1304.9364045454452,0,2,3,1374.5347569719934,151,3,54.380397528920426,37,26.49697749200288,23.495885232917235,16,figures,percentages,circle theory,dancing,sinhla
139,13,M,5,291,203,2,3.5345733265265817,404,370,2,8,631,378,1,0,1240,929,1,0.6250510619772448,1089.357572774842,139,1,2,1715,609,2,1,1294,966,2,0,1144.4889570376033,403,1,0,1827.6055681439243,88,2,5,1234.3548820757892,0,0,49.41248136396321,25,24.095522499421655,20.446698704231856,15,Only school lessons,decimals,triangles,ict,none
140,14,M ,4,206,100,2,2.0922656635596235,110,131,2,6,160,286,2,8,970,0,2,0.8708527744843892,0.0,208,1,1,1579,242,2,6,2173,72,2,1,1815.2345029030644,210,1,2,2494.575793839707,532,2,5,1834.1450345075723,428,2,53.17033247691644,69,28.5,32.07295636327944,17,figures,area,volume and capacity,dancing,history
141,15,M,4,78,188,2,3.9791400926402485,562,133,2,3,318,91,2,6,892,444,2,1.1467258006845935,0.0,569,2,6,352,383,2,11,1238,580,2,2,0.0,481,1,1,1771.649762888655,21,2,0,1433.6565980014802,613,0,35.43085967586118,78,23.996201018274277,10.466021086606919,18,practicing,equations,roman numbers,health,home science
142,15,F,3,173,112,2,2.759445828532029,193,273,2,3,414,215,2,0,1446,26,2,0.0,1020.2435367877348,535,2,5,0,119,1,13,1226,937,2,0,1931.6868072343295,0,0,3,0.0,376,2,7,2435.0,9,3,32.47521333882002,3,9.70042388881812,19.067338155966315,16,figures,fractions,probability,science,PTS
143,13,M,3,332,198,2,3.6614791877692077,508,189,2,9,611,106,1,4,1380,51,0,1.026384401688282,595.3404958940214,352,0,7,1937,384,1,7,2221,328,1,0,2129.8581537506657,237,1,2,1959.1389799982755,725,2,2,1833.407864654698,74,3,31.337309565288894,28,17.04483488330658,25.587204889446035,15,figures,percentages,simultaneous equations,civics,science
144,15,F,5,40,231,2,2.0,522,174,2,7,346,261,2,8,1232,352,2,0.668865949789727,1773.4012422793535,330,2,3,1229,16,1,6,1573,159,2,0,1608.872351666209,20,1,0,503.1481644604755,0,1,7,672.8873929080812,653,2,48.94635795980437,23,10.174337594783283,24.767829619853636,20,figures,percentages,simultaneous equations,history,sinhla
145,14,M ,5,202,133,2,3.253028785455777,510,56,2,10,400,128,2,1,1175,671,2,0.30497521081969675,1446.3871034966867,386,1,10,1822,433,2,5,710,349,2,0,2428.0,524,0,1,1731.6033353073733,0,2,2,21.190813886010346,700,2,27.919453865924897,78,28.5,12.49241930665081,16,practicing,Tessellation,volume and capacity,none,none
146,13,M ,3,140,281,2,4.1575613576759896,337,337,2,10,255,302,2,8,1584,0,1,1.615832853842444,58.08029508686434,897,1,7,0,0,2,9,1183,322,2,1,1130.7600098702346,341,1,0,1344.5522246684911,0,2,7,994.3468691591288,652,1,49.94093303998622,40,28.5,18.14585951867878,12,figures,fractions,roman numbers,home science,home science
147,15,M,2,174,265,2,3.509946646937088,426,420,2,7,290,305,1,2,1322,0,1,0.30429539430273256,508.0397742210243,219,2,0,958,69,1,5,990,465,2,2,949.8542086049214,0,1,2,1879.8245887054657,891,1,4,1703.1044821985643,202,2,54.70272289860114,35,9.020397536581074,25.31004170516709,18,practicing,equations,percentages,health,home science
148,14,M,4,40,132,2,3.719683535640545,110,99,2,10,455,28,2,7,685,651,2,0.0,945.5782326487735,30,2,5,1980,144,1,8,0,324,2,0,2428.0,0,1,1,1157.2131786770435,581,1,5,1643.9160462274908,221,3,35.49970264980928,20,25.538821383280855,26.17971764269972,12,figures,decimals,none,health,none
149,14,F,4,206,98,2,4.573677707843263,452,294,2,4,160,271,2,0,1090,731,2,0.5376184630112489,0.0,15,1,10,1272,597,1,9,793,326,2,0,2428.0,667,1,0,2436.3772317568087,550,0,5,0.0,385,1,22.184049202652602,39,15.316604781348955,19.00990650087287,21,Only school lessons,fractions,probability,buddhism,maths
150,14,F,5,122,102,2,3.298189425343529,282,365,2,5,836,263,2,3,1335,1162,1,0.1692123831769399,108.43125290253624,130,2,7,0,292,1,2,1841,549,2,2,758.6736609606625,228,1,1,2110.7616800649153,161,1,2,380.0770967321944,154,3,54.741575790423354,5,25.123816705838163,32.86826454026414,21,practicing,Tessellation,none,health,tamil
151,14,M,5,254,100,1,3.014587235014224,320,283,2,11,576,169,2,8,1191,632,2,0.9158776179999286,870.8846338764314,0,2,1,927,393,2,9,1063,138,2,0,2140.9320585452915,454,1,3,1648.941950018244,978,2,0,2435.0,223,2,18.072811058372526,28,16.74013709762445,17.647058694580476,12,Only school lessons,area,triangles,english,health
152,14,M ,3,197,128,1,3.847530559904149,401,56,2,4,703,162,2,8,870,391,1,0.6753596059411668,0.0,230,1,1,629,360,2,0,2170,429,2,0,1040.041311663466,183,1,0,1927.6599857849922,0,1,2,889.9945375026241,150,1,53.70023372528969,10,20.706191993492553,34.01554931106179,20,practicing,equations,triangles,ict,geography
153,15,M ,3,182,154,2,3.7119854135609818,427,271,2,1,873,218,2,2,696,295,2,0.5631764143535585,427.41708644981304,262,0,9,534,151,1,4,813,417,2,1,1046.9772010497875,710,1,4,2191.683139132965,704,2,2,96.12153110904455,460,3,62.5,40,10.018137555645854,27.277826961939,11,Only school lessons,angles,volume and capacity,history,tamil
